Id,overall qual,overall cond,gr liv area,garage area,kitchen abvgr,overall qual^2,overall qual overall cond,overall qual gr liv area,overall qual garage area,overall qual kitchen abvgr,overall cond^2,overall cond gr liv area,overall cond garage area,overall cond kitchen abvgr,gr liv area^2,gr liv area garage area,gr liv area kitchen abvgr,garage area^2,garage area kitchen abvgr,kitchen abvgr^2,saleprice
2497,5.0,7.0,1236.0,288.0,1.0,25.0,35.0,6180.0,1440.0,5.0,49.0,8652.0,2016.0,7.0,1527696.0,355968.0,1236.0,82944.0,288.0,1.0,135000
495,8.0,5.0,2365.0,856.0,1.0,64.0,40.0,18920.0,6848.0,8.0,25.0,11825.0,4280.0,5.0,5593225.0,2024440.0,2365.0,732736.0,856.0,1.0,337000
2528,6.0,7.0,2654.0,619.0,1.0,36.0,42.0,15924.0,3714.0,6.0,49.0,18578.0,4333.0,7.0,7043716.0,1642826.0,2654.0,383161.0,619.0,1.0,250000
1033,8.0,5.0,2340.0,787.0,1.0,64.0,40.0,18720.0,6296.0,8.0,25.0,11700.0,3935.0,5.0,5475600.0,1841580.0,2340.0,619369.0,787.0,1.0,306000
764,5.0,5.0,1200.0,0.0,1.0,25.0,25.0,6000.0,0.0,5.0,25.0,6000.0,0.0,5.0,1440000.0,0.0,1200.0,0.0,0.0,1.0,179000
1165,7.0,5.0,1392.0,540.0,1.0,49.0,35.0,9744.0,3780.0,7.0,25.0,6960.0,2700.0,5.0,1937664.0,751680.0,1392.0,291600.0,540.0,1.0,146000
2037,6.0,5.0,2180.0,720.0,1.0,36.0,30.0,13080.0,4320.0,6.0,25.0,10900.0,3600.0,5.0,4752400.0,1569600.0,2180.0,518400.0,720.0,1.0,161000
113,6.0,7.0,1610.0,480.0,1.0,36.0,42.0,9660.0,2880.0,6.0,49.0,11270.0,3360.0,7.0,2592100.0,772800.0,1610.0,230400.0,480.0,1.0,205000
1572,7.0,6.0,1501.0,512.0,1.0,49.0,42.0,10507.0,3584.0,7.0,36.0,9006.0,3072.0,6.0,2253001.0,768512.0,1501.0,262144.0,512.0,1.0,241500
2052,4.0,5.0,1029.0,261.0,1.0,16.0,20.0,4116.0,1044.0,4.0,25.0,5145.0,1305.0,5.0,1058841.0,268569.0,1029.0,68121.0,261.0,1.0,118500
2702,5.0,4.0,1352.0,288.0,1.0,25.0,20.0,6760.0,1440.0,5.0,16.0,5408.0,1152.0,4.0,1827904.0,389376.0,1352.0,82944.0,288.0,1.0,130000
1981,5.0,8.0,1072.0,379.0,1.0,25.0,40.0,5360.0,1895.0,5.0,64.0,8576.0,3032.0,8.0,1149184.0,406288.0,1072.0,143641.0,379.0,1.0,130000
2335,10.0,5.0,2698.0,736.0,1.0,100.0,50.0,26980.0,7360.0,10.0,25.0,13490.0,3680.0,5.0,7279204.0,1985728.0,2698.0,541696.0,736.0,1.0,535000
563,5.0,6.0,912.0,252.0,1.0,25.0,30.0,4560.0,1260.0,5.0,36.0,5472.0,1512.0,6.0,831744.0,229824.0,912.0,63504.0,252.0,1.0,123000
1502,4.0,5.0,1152.0,0.0,2.0,16.0,20.0,4608.0,0.0,8.0,25.0,5760.0,0.0,10.0,1327104.0,0.0,2304.0,0.0,0.0,4.0,82000
1310,7.0,8.0,1450.0,288.0,1.0,49.0,56.0,10150.0,2016.0,7.0,64.0,11600.0,2304.0,8.0,2102500.0,417600.0,1450.0,82944.0,288.0,1.0,132000
2598,5.0,6.0,1073.0,326.0,1.0,25.0,30.0,5365.0,1630.0,5.0,36.0,6438.0,1956.0,6.0,1151329.0,349798.0,1073.0,106276.0,326.0,1.0,108480
2715,5.0,5.0,1458.0,512.0,1.0,25.0,25.0,7290.0,2560.0,5.0,25.0,7290.0,2560.0,5.0,2125764.0,746496.0,1458.0,262144.0,512.0,1.0,165000
1810,7.0,5.0,1486.0,566.0,1.0,49.0,35.0,10402.0,3962.0,7.0,25.0,7430.0,2830.0,5.0,2208196.0,841076.0,1486.0,320356.0,566.0,1.0,181000
778,5.0,5.0,1774.0,384.0,1.0,25.0,25.0,8870.0,1920.0,5.0,25.0,8870.0,1920.0,5.0,3147076.0,681216.0,1774.0,147456.0,384.0,1.0,165000
339,5.0,5.0,1479.0,275.0,1.0,25.0,25.0,7395.0,1375.0,5.0,25.0,7395.0,1375.0,5.0,2187441.0,406725.0,1479.0,75625.0,275.0,1.0,161000
2460,8.0,5.0,1504.0,510.0,1.0,64.0,40.0,12032.0,4080.0,8.0,25.0,7520.0,2550.0,5.0,2262016.0,767040.0,1504.0,260100.0,510.0,1.0,199000
320,7.0,5.0,1894.0,510.0,1.0,49.0,35.0,13258.0,3570.0,7.0,25.0,9470.0,2550.0,5.0,3587236.0,965940.0,1894.0,260100.0,510.0,1.0,214900
2461,8.0,5.0,1278.0,584.0,1.0,64.0,40.0,10224.0,4672.0,8.0,25.0,6390.0,2920.0,5.0,1633284.0,746352.0,1278.0,341056.0,584.0,1.0,198600
2449,8.0,5.0,2263.0,420.0,1.0,64.0,40.0,18104.0,3360.0,8.0,25.0,11315.0,2100.0,5.0,5121169.0,950460.0,2263.0,176400.0,420.0,1.0,258000
817,7.0,5.0,2787.0,820.0,2.0,49.0,35.0,19509.0,5740.0,14.0,25.0,13935.0,4100.0,10.0,7767369.0,2285340.0,5574.0,672400.0,1640.0,4.0,269500
1096,7.0,5.0,1414.0,403.0,1.0,49.0,35.0,9898.0,2821.0,7.0,25.0,7070.0,2015.0,5.0,1999396.0,569842.0,1414.0,162409.0,403.0,1.0,176000
1893,6.0,7.0,1302.0,309.0,1.0,36.0,42.0,7812.0,1854.0,6.0,49.0,9114.0,2163.0,7.0,1695204.0,402318.0,1302.0,95481.0,309.0,1.0,158000
479,8.0,5.0,1419.0,527.0,1.0,64.0,40.0,11352.0,4216.0,8.0,25.0,7095.0,2635.0,5.0,2013561.0,747813.0,1419.0,277729.0,527.0,1.0,184100
1657,6.0,5.0,1220.0,944.0,1.0,36.0,30.0,7320.0,5664.0,6.0,25.0,6100.0,4720.0,5.0,1488400.0,1151680.0,1220.0,891136.0,944.0,1.0,170000
937,6.0,6.0,1982.0,501.0,1.0,36.0,36.0,11892.0,3006.0,6.0,36.0,11892.0,3006.0,6.0,3928324.0,992982.0,1982.0,251001.0,501.0,1.0,208000
879,6.0,5.0,848.0,420.0,1.0,36.0,30.0,5088.0,2520.0,6.0,25.0,4240.0,2100.0,5.0,719104.0,356160.0,848.0,176400.0,420.0,1.0,140000
945,8.0,5.0,1648.0,482.0,1.0,64.0,40.0,13184.0,3856.0,8.0,25.0,8240.0,2410.0,5.0,2715904.0,794336.0,1648.0,232324.0,482.0,1.0,230000
1010,8.0,5.0,1337.0,462.0,1.0,64.0,40.0,10696.0,3696.0,8.0,25.0,6685.0,2310.0,5.0,1787569.0,617694.0,1337.0,213444.0,462.0,1.0,188500
2861,5.0,6.0,1717.0,410.0,1.0,25.0,30.0,8585.0,2050.0,5.0,36.0,10302.0,2460.0,6.0,2948089.0,703970.0,1717.0,168100.0,410.0,1.0,194000
1245,5.0,5.0,1104.0,384.0,1.0,25.0,25.0,5520.0,1920.0,5.0,25.0,5520.0,1920.0,5.0,1218816.0,423936.0,1104.0,147456.0,384.0,1.0,133000
854,5.0,5.0,907.0,343.0,1.0,25.0,25.0,4535.0,1715.0,5.0,25.0,4535.0,1715.0,5.0,822649.0,311101.0,907.0,117649.0,343.0,1.0,140000
1437,7.0,5.0,1652.0,532.0,1.0,49.0,35.0,11564.0,3724.0,7.0,25.0,8260.0,2660.0,5.0,2729104.0,878864.0,1652.0,283024.0,532.0,1.0,207500
586,6.0,7.0,2640.0,515.0,1.0,36.0,42.0,15840.0,3090.0,6.0,49.0,18480.0,3605.0,7.0,6969600.0,1359600.0,2640.0,265225.0,515.0,1.0,256900
1947,5.0,6.0,1034.0,240.0,1.0,25.0,30.0,5170.0,1200.0,5.0,36.0,6204.0,1440.0,6.0,1069156.0,248160.0,1034.0,57600.0,240.0,1.0,109000
815,5.0,5.0,1513.0,400.0,2.0,25.0,25.0,7565.0,2000.0,10.0,25.0,7565.0,2000.0,10.0,2289169.0,605200.0,3026.0,160000.0,800.0,4.0,113722
831,8.0,5.0,1498.0,844.0,1.0,64.0,40.0,11984.0,6752.0,8.0,25.0,7490.0,4220.0,5.0,2244004.0,1264312.0,1498.0,712336.0,844.0,1.0,237000
1919,5.0,7.0,1053.0,692.0,1.0,25.0,35.0,5265.0,3460.0,5.0,49.0,7371.0,4844.0,7.0,1108809.0,728676.0,1053.0,478864.0,692.0,1.0,142100
2306,6.0,5.0,1293.0,452.0,1.0,36.0,30.0,7758.0,2712.0,6.0,25.0,6465.0,2260.0,5.0,1671849.0,584436.0,1293.0,204304.0,452.0,1.0,149900
430,9.0,5.0,2020.0,896.0,1.0,81.0,45.0,18180.0,8064.0,9.0,25.0,10100.0,4480.0,5.0,4080400.0,1809920.0,2020.0,802816.0,896.0,1.0,404000
2618,7.0,8.0,2448.0,441.0,1.0,49.0,56.0,17136.0,3087.0,7.0,64.0,19584.0,3528.0,8.0,5992704.0,1079568.0,2448.0,194481.0,441.0,1.0,277500
245,6.0,5.0,1732.0,476.0,1.0,36.0,30.0,10392.0,2856.0,6.0,25.0,8660.0,2380.0,5.0,2999824.0,824432.0,1732.0,226576.0,476.0,1.0,178000
462,8.0,5.0,1324.0,550.0,1.0,64.0,40.0,10592.0,4400.0,8.0,25.0,6620.0,2750.0,5.0,1752976.0,728200.0,1324.0,302500.0,550.0,1.0,254000
182,2.0,2.0,832.0,780.0,1.0,4.0,4.0,1664.0,1560.0,2.0,4.0,1664.0,1560.0,2.0,692224.0,648960.0,832.0,608400.0,780.0,1.0,12789
1625,7.0,5.0,1253.0,402.0,1.0,49.0,35.0,8771.0,2814.0,7.0,25.0,6265.0,2010.0,5.0,1570009.0,503706.0,1253.0,161604.0,402.0,1.0,176000
2381,9.0,5.0,2596.0,840.0,1.0,81.0,45.0,23364.0,7560.0,9.0,25.0,12980.0,4200.0,5.0,6739216.0,2180640.0,2596.0,705600.0,840.0,1.0,342643
1827,5.0,6.0,902.0,288.0,1.0,25.0,30.0,4510.0,1440.0,5.0,36.0,5412.0,1728.0,6.0,813604.0,259776.0,902.0,82944.0,288.0,1.0,125500
1580,6.0,5.0,1495.0,438.0,1.0,36.0,30.0,8970.0,2628.0,6.0,25.0,7475.0,2190.0,5.0,2235025.0,654810.0,1495.0,191844.0,438.0,1.0,150000
1803,8.0,5.0,1584.0,594.0,1.0,64.0,40.0,12672.0,4752.0,8.0,25.0,7920.0,2970.0,5.0,2509056.0,940896.0,1584.0,352836.0,594.0,1.0,261329
1132,7.0,5.0,1080.0,0.0,1.0,49.0,35.0,7560.0,0.0,7.0,25.0,5400.0,0.0,5.0,1166400.0,0.0,1080.0,0.0,0.0,1.0,141000
1941,4.0,6.0,1647.0,280.0,1.0,16.0,24.0,6588.0,1120.0,4.0,36.0,9882.0,1680.0,6.0,2712609.0,461160.0,1647.0,78400.0,280.0,1.0,153000
1742,7.0,5.0,1258.0,648.0,1.0,49.0,35.0,8806.0,4536.0,7.0,25.0,6290.0,3240.0,5.0,1582564.0,815184.0,1258.0,419904.0,648.0,1.0,172500
2026,6.0,7.0,1396.0,384.0,1.0,36.0,42.0,8376.0,2304.0,6.0,49.0,9772.0,2688.0,7.0,1948816.0,536064.0,1396.0,147456.0,384.0,1.0,153575
2245,5.0,9.0,1001.0,216.0,1.0,25.0,45.0,5005.0,1080.0,5.0,81.0,9009.0,1944.0,9.0,1002001.0,216216.0,1001.0,46656.0,216.0,1.0,124900
1691,9.0,5.0,2121.0,732.0,1.0,81.0,45.0,19089.0,6588.0,9.0,25.0,10605.0,3660.0,5.0,4498641.0,1552572.0,2121.0,535824.0,732.0,1.0,415298
725,6.0,6.0,1480.0,207.0,1.0,36.0,36.0,8880.0,1242.0,6.0,36.0,8880.0,1242.0,6.0,2190400.0,306360.0,1480.0,42849.0,207.0,1.0,119000
1787,8.0,5.0,1588.0,825.0,1.0,64.0,40.0,12704.0,6600.0,8.0,25.0,7940.0,4125.0,5.0,2521744.0,1310100.0,1588.0,680625.0,825.0,1.0,227000
1216,5.0,7.0,1053.0,312.0,1.0,25.0,35.0,5265.0,1560.0,5.0,49.0,7371.0,2184.0,7.0,1108809.0,328536.0,1053.0,97344.0,312.0,1.0,145500
2654,3.0,5.0,492.0,200.0,1.0,9.0,15.0,1476.0,600.0,3.0,25.0,2460.0,1000.0,5.0,242064.0,98400.0,492.0,40000.0,200.0,1.0,61500
2310,7.0,6.0,1851.0,506.0,1.0,49.0,42.0,12957.0,3542.0,7.0,36.0,11106.0,3036.0,6.0,3426201.0,936606.0,1851.0,256036.0,506.0,1.0,192100
761,6.0,7.0,1403.0,308.0,1.0,36.0,42.0,8418.0,1848.0,6.0,49.0,9821.0,2156.0,7.0,1968409.0,432124.0,1403.0,94864.0,308.0,1.0,116000
1884,6.0,8.0,1138.0,264.0,1.0,36.0,48.0,6828.0,1584.0,6.0,64.0,9104.0,2112.0,8.0,1295044.0,300432.0,1138.0,69696.0,264.0,1.0,145000
449,9.0,5.0,2452.0,886.0,1.0,81.0,45.0,22068.0,7974.0,9.0,25.0,12260.0,4430.0,5.0,6012304.0,2172472.0,2452.0,784996.0,886.0,1.0,445000
856,5.0,7.0,1040.0,484.0,1.0,25.0,35.0,5200.0,2420.0,5.0,49.0,7280.0,3388.0,7.0,1081600.0,503360.0,1040.0,234256.0,484.0,1.0,150500
11,6.0,5.0,1655.0,440.0,1.0,36.0,30.0,9930.0,2640.0,6.0,25.0,8275.0,2200.0,5.0,2739025.0,728200.0,1655.0,193600.0,440.0,1.0,175900
389,6.0,6.0,1116.0,528.0,1.0,36.0,36.0,6696.0,3168.0,6.0,36.0,6696.0,3168.0,6.0,1245456.0,589248.0,1116.0,278784.0,528.0,1.0,167900
2415,7.0,5.0,1863.0,660.0,1.0,49.0,35.0,13041.0,4620.0,7.0,25.0,9315.0,3300.0,5.0,3470769.0,1229580.0,1863.0,435600.0,660.0,1.0,219210
77,6.0,5.0,1845.0,462.0,1.0,36.0,30.0,11070.0,2772.0,6.0,25.0,9225.0,2310.0,5.0,3404025.0,852390.0,1845.0,213444.0,462.0,1.0,189000
1238,5.0,4.0,1176.0,292.0,1.0,25.0,20.0,5880.0,1460.0,5.0,16.0,4704.0,1168.0,4.0,1382976.0,343392.0,1176.0,85264.0,292.0,1.0,136500
223,5.0,7.0,892.0,416.0,1.0,25.0,35.0,4460.0,2080.0,5.0,49.0,6244.0,2912.0,7.0,795664.0,371072.0,892.0,173056.0,416.0,1.0,137900
723,5.0,4.0,1022.0,280.0,1.0,25.0,20.0,5110.0,1400.0,5.0,16.0,4088.0,1120.0,4.0,1044484.0,286160.0,1022.0,78400.0,280.0,1.0,85000
2562,5.0,3.0,2136.0,528.0,1.0,25.0,15.0,10680.0,2640.0,5.0,9.0,6408.0,1584.0,3.0,4562496.0,1127808.0,2136.0,278784.0,528.0,1.0,137900
995,6.0,5.0,1604.0,472.0,1.0,36.0,30.0,9624.0,2832.0,6.0,25.0,8020.0,2360.0,5.0,2572816.0,757088.0,1604.0,222784.0,472.0,1.0,195500
287,6.0,4.0,1647.0,216.0,1.0,36.0,24.0,9882.0,1296.0,6.0,16.0,6588.0,864.0,4.0,2712609.0,355752.0,1647.0,46656.0,216.0,1.0,128000
1152,5.0,8.0,864.0,420.0,1.0,25.0,40.0,4320.0,2100.0,5.0,64.0,6912.0,3360.0,8.0,746496.0,362880.0,864.0,176400.0,420.0,1.0,135000
1449,5.0,6.0,1076.0,576.0,1.0,25.0,30.0,5380.0,2880.0,5.0,36.0,6456.0,3456.0,6.0,1157776.0,619776.0,1076.0,331776.0,576.0,1.0,143195
1330,5.0,6.0,935.0,308.0,1.0,25.0,30.0,4675.0,1540.0,5.0,36.0,5610.0,1848.0,6.0,874225.0,287980.0,935.0,94864.0,308.0,1.0,79500
1134,7.0,5.0,1663.0,478.0,1.0,49.0,35.0,11641.0,3346.0,7.0,25.0,8315.0,2390.0,5.0,2765569.0,794914.0,1663.0,228484.0,478.0,1.0,192500
706,5.0,7.0,1328.0,308.0,1.0,25.0,35.0,6640.0,1540.0,5.0,49.0,9296.0,2156.0,7.0,1763584.0,409024.0,1328.0,94864.0,308.0,1.0,129500
1617,6.0,5.0,1572.0,373.0,1.0,36.0,30.0,9432.0,2238.0,6.0,25.0,7860.0,1865.0,5.0,2471184.0,586356.0,1572.0,139129.0,373.0,1.0,168000
1339,6.0,5.0,1342.0,240.0,2.0,36.0,30.0,8052.0,1440.0,12.0,25.0,6710.0,1200.0,10.0,1800964.0,322080.0,2684.0,57600.0,480.0,4.0,105000
1664,6.0,5.0,981.0,576.0,1.0,36.0,30.0,5886.0,3456.0,6.0,25.0,4905.0,2880.0,5.0,962361.0,565056.0,981.0,331776.0,576.0,1.0,143250
1433,5.0,6.0,1099.0,352.0,1.0,25.0,30.0,5495.0,1760.0,5.0,36.0,6594.0,2112.0,6.0,1207801.0,386848.0,1099.0,123904.0,352.0,1.0,144000
75,7.0,5.0,2110.0,463.0,1.0,49.0,35.0,14770.0,3241.0,7.0,25.0,10550.0,2315.0,5.0,4452100.0,976930.0,2110.0,214369.0,463.0,1.0,205000
2255,6.0,6.0,1026.0,528.0,1.0,36.0,36.0,6156.0,3168.0,6.0,36.0,6156.0,3168.0,6.0,1052676.0,541728.0,1026.0,278784.0,528.0,1.0,143000
1170,9.0,5.0,1419.0,588.0,1.0,81.0,45.0,12771.0,5292.0,9.0,25.0,7095.0,2940.0,5.0,2013561.0,834372.0,1419.0,345744.0,588.0,1.0,290000
45,9.0,5.0,2364.0,820.0,1.0,81.0,45.0,21276.0,7380.0,9.0,25.0,11820.0,4100.0,5.0,5588496.0,1938480.0,2364.0,672400.0,820.0,1.0,611657
836,5.0,5.0,1040.0,576.0,1.0,25.0,25.0,5200.0,2880.0,5.0,25.0,5200.0,2880.0,5.0,1081600.0,599040.0,1040.0,331776.0,576.0,1.0,152000
8,8.0,5.0,1280.0,506.0,1.0,64.0,40.0,10240.0,4048.0,8.0,25.0,6400.0,2530.0,5.0,1638400.0,647680.0,1280.0,256036.0,506.0,1.0,191500
1704,8.0,5.0,2473.0,852.0,1.0,64.0,40.0,19784.0,6816.0,8.0,25.0,12365.0,4260.0,5.0,6115729.0,2106996.0,2473.0,725904.0,852.0,1.0,317000
2068,7.0,8.0,1302.0,224.0,1.0,49.0,56.0,9114.0,1568.0,7.0,64.0,10416.0,1792.0,8.0,1695204.0,291648.0,1302.0,50176.0,224.0,1.0,165250
1488,5.0,5.0,1092.0,264.0,1.0,25.0,25.0,5460.0,1320.0,5.0,25.0,5460.0,1320.0,5.0,1192464.0,288288.0,1092.0,69696.0,264.0,1.0,123000
1391,6.0,8.0,1188.0,621.0,1.0,36.0,48.0,7128.0,3726.0,6.0,64.0,9504.0,4968.0,8.0,1411344.0,737748.0,1188.0,385641.0,621.0,1.0,185000
2633,7.0,6.0,1045.0,528.0,1.0,49.0,42.0,7315.0,3696.0,7.0,36.0,6270.0,3168.0,6.0,1092025.0,551760.0,1045.0,278784.0,528.0,1.0,120000
1872,6.0,7.0,1093.0,484.0,1.0,36.0,42.0,6558.0,2904.0,6.0,49.0,7651.0,3388.0,7.0,1194649.0,529012.0,1093.0,234256.0,484.0,1.0,158500
1138,6.0,5.0,1640.0,520.0,1.0,36.0,30.0,9840.0,3120.0,6.0,25.0,8200.0,2600.0,5.0,2689600.0,852800.0,1640.0,270400.0,520.0,1.0,173000
1899,4.0,5.0,1224.0,462.0,2.0,16.0,20.0,4896.0,1848.0,8.0,25.0,6120.0,2310.0,10.0,1498176.0,565488.0,2448.0,213444.0,924.0,4.0,101800
915,7.0,9.0,1135.0,576.0,1.0,49.0,63.0,7945.0,4032.0,7.0,81.0,10215.0,5184.0,9.0,1288225.0,653760.0,1135.0,331776.0,576.0,1.0,155000
660,5.0,7.0,1078.0,264.0,1.0,25.0,35.0,5390.0,1320.0,5.0,49.0,7546.0,1848.0,7.0,1162084.0,284592.0,1078.0,69696.0,264.0,1.0,125000
2004,4.0,6.0,968.0,331.0,1.0,16.0,24.0,3872.0,1324.0,4.0,36.0,5808.0,1986.0,6.0,937024.0,320408.0,968.0,109561.0,331.0,1.0,104500
443,9.0,5.0,2224.0,738.0,1.0,81.0,45.0,20016.0,6642.0,9.0,25.0,11120.0,3690.0,5.0,4946176.0,1641312.0,2224.0,544644.0,738.0,1.0,350000
2627,3.0,4.0,1040.0,400.0,2.0,9.0,12.0,3120.0,1200.0,6.0,16.0,4160.0,1600.0,8.0,1081600.0,416000.0,2080.0,160000.0,800.0,4.0,93500
1438,7.0,5.0,1790.0,588.0,1.0,49.0,35.0,12530.0,4116.0,7.0,25.0,8950.0,2940.0,5.0,3204100.0,1052520.0,1790.0,345744.0,588.0,1.0,193000
1525,6.0,7.0,2555.0,672.0,1.0,36.0,42.0,15330.0,4032.0,6.0,49.0,17885.0,4704.0,7.0,6528025.0,1716960.0,2555.0,451584.0,672.0,1.0,191000
2644,6.0,8.0,813.0,270.0,1.0,36.0,48.0,4878.0,1620.0,6.0,64.0,6504.0,2160.0,8.0,660969.0,219510.0,813.0,72900.0,270.0,1.0,110000
866,8.0,5.0,1872.0,531.0,1.0,64.0,40.0,14976.0,4248.0,8.0,25.0,9360.0,2655.0,5.0,3504384.0,994032.0,1872.0,281961.0,531.0,1.0,261500
620,5.0,6.0,1050.0,338.0,1.0,25.0,30.0,5250.0,1690.0,5.0,36.0,6300.0,2028.0,6.0,1102500.0,354900.0,1050.0,114244.0,338.0,1.0,128900
2451,9.0,5.0,3500.0,959.0,1.0,81.0,45.0,31500.0,8631.0,9.0,25.0,17500.0,4795.0,5.0,12250000.0,3356500.0,3500.0,919681.0,959.0,1.0,584500
2186,4.0,5.0,948.0,248.0,1.0,16.0,20.0,3792.0,992.0,4.0,25.0,4740.0,1240.0,5.0,898704.0,235104.0,948.0,61504.0,248.0,1.0,111000
2025,5.0,5.0,1316.0,576.0,1.0,25.0,25.0,6580.0,2880.0,5.0,25.0,6580.0,2880.0,5.0,1731856.0,758016.0,1316.0,331776.0,576.0,1.0,90000
1916,6.0,5.0,2380.0,596.0,1.0,36.0,30.0,14280.0,3576.0,6.0,25.0,11900.0,2980.0,5.0,5664400.0,1418480.0,2380.0,355216.0,596.0,1.0,129000
1542,6.0,7.0,1640.0,924.0,1.0,36.0,42.0,9840.0,5544.0,6.0,49.0,11480.0,6468.0,7.0,2689600.0,1515360.0,1640.0,853776.0,924.0,1.0,224000
1163,6.0,5.0,1200.0,480.0,1.0,36.0,30.0,7200.0,2880.0,6.0,25.0,6000.0,2400.0,5.0,1440000.0,576000.0,1200.0,230400.0,480.0,1.0,165000
205,6.0,8.0,1324.0,180.0,1.0,36.0,48.0,7944.0,1080.0,6.0,64.0,10592.0,1440.0,8.0,1752976.0,238320.0,1324.0,32400.0,180.0,1.0,122000
2261,8.0,5.0,1564.0,502.0,1.0,64.0,40.0,12512.0,4016.0,8.0,25.0,7820.0,2510.0,5.0,2446096.0,785128.0,1564.0,252004.0,502.0,1.0,267300
423,9.0,5.0,3140.0,820.0,1.0,81.0,45.0,28260.0,7380.0,9.0,25.0,15700.0,4100.0,5.0,9859600.0,2574800.0,3140.0,672400.0,820.0,1.0,485000
2687,6.0,5.0,2486.0,576.0,1.0,36.0,30.0,14916.0,3456.0,6.0,25.0,12430.0,2880.0,5.0,6180196.0,1431936.0,2486.0,331776.0,576.0,1.0,220000
1436,6.0,5.0,1771.0,600.0,1.0,36.0,30.0,10626.0,3600.0,6.0,25.0,8855.0,3000.0,5.0,3136441.0,1062600.0,1771.0,360000.0,600.0,1.0,215700
444,8.0,5.0,1836.0,862.0,1.0,64.0,40.0,14688.0,6896.0,8.0,25.0,9180.0,4310.0,5.0,3370896.0,1582632.0,1836.0,743044.0,862.0,1.0,280000
1067,8.0,5.0,1575.0,732.0,1.0,64.0,40.0,12600.0,5856.0,8.0,25.0,7875.0,3660.0,5.0,2480625.0,1152900.0,1575.0,535824.0,732.0,1.0,284000
2290,4.0,6.0,630.0,0.0,1.0,16.0,24.0,2520.0,0.0,4.0,36.0,3780.0,0.0,6.0,396900.0,0.0,630.0,0.0,0.0,1.0,84500
168,6.0,7.0,1395.0,440.0,1.0,36.0,42.0,8370.0,2640.0,6.0,49.0,9765.0,3080.0,7.0,1946025.0,613800.0,1395.0,193600.0,440.0,1.0,192000
2643,7.0,8.0,1004.0,200.0,1.0,49.0,56.0,7028.0,1400.0,7.0,64.0,8032.0,1600.0,8.0,1008016.0,200800.0,1004.0,40000.0,200.0,1.0,105000
2802,7.0,5.0,1836.0,484.0,1.0,49.0,35.0,12852.0,3388.0,7.0,25.0,9180.0,2420.0,5.0,3370896.0,888624.0,1836.0,234256.0,484.0,1.0,216837
1224,5.0,6.0,1496.0,450.0,1.0,25.0,30.0,7480.0,2250.0,5.0,36.0,8976.0,2700.0,6.0,2238016.0,673200.0,1496.0,202500.0,450.0,1.0,141500
1382,5.0,7.0,894.0,450.0,1.0,25.0,35.0,4470.0,2250.0,5.0,49.0,6258.0,3150.0,7.0,799236.0,402300.0,894.0,202500.0,450.0,1.0,130000
853,5.0,5.0,1040.0,0.0,1.0,25.0,25.0,5200.0,0.0,5.0,25.0,5200.0,0.0,5.0,1081600.0,0.0,1040.0,0.0,0.0,1.0,124000
2237,5.0,6.0,1828.0,0.0,1.0,25.0,30.0,9140.0,0.0,5.0,36.0,10968.0,0.0,6.0,3341584.0,0.0,1828.0,0.0,0.0,1.0,150909
2585,5.0,6.0,1008.0,280.0,1.0,25.0,30.0,5040.0,1400.0,5.0,36.0,6048.0,1680.0,6.0,1016064.0,282240.0,1008.0,78400.0,280.0,1.0,139500
2193,4.0,5.0,864.0,528.0,1.0,16.0,20.0,3456.0,2112.0,4.0,25.0,4320.0,2640.0,5.0,746496.0,456192.0,864.0,278784.0,528.0,1.0,79275
2262,8.0,5.0,1484.0,472.0,1.0,64.0,40.0,11872.0,3776.0,8.0,25.0,7420.0,2360.0,5.0,2202256.0,700448.0,1484.0,222784.0,472.0,1.0,265900
1528,6.0,5.0,790.0,160.0,1.0,36.0,30.0,4740.0,960.0,6.0,25.0,3950.0,800.0,5.0,624100.0,126400.0,790.0,25600.0,160.0,1.0,91000
370,5.0,6.0,1934.0,567.0,1.0,25.0,30.0,9670.0,2835.0,5.0,36.0,11604.0,3402.0,6.0,3740356.0,1096578.0,1934.0,321489.0,567.0,1.0,185000
2629,5.0,6.0,1150.0,300.0,1.0,25.0,30.0,5750.0,1500.0,5.0,36.0,6900.0,1800.0,6.0,1322500.0,345000.0,1150.0,90000.0,300.0,1.0,141000
1703,8.0,5.0,2152.0,728.0,1.0,64.0,40.0,17216.0,5824.0,8.0,25.0,10760.0,3640.0,5.0,4631104.0,1566656.0,2152.0,529984.0,728.0,1.0,260116
793,4.0,6.0,672.0,234.0,1.0,16.0,24.0,2688.0,936.0,4.0,36.0,4032.0,1404.0,6.0,451584.0,157248.0,672.0,54756.0,234.0,1.0,113000
1429,8.0,5.0,1511.0,811.0,1.0,64.0,40.0,12088.0,6488.0,8.0,25.0,7555.0,4055.0,5.0,2283121.0,1225421.0,1511.0,657721.0,811.0,1.0,225000
648,5.0,6.0,793.0,240.0,1.0,25.0,30.0,3965.0,1200.0,5.0,36.0,4758.0,1440.0,6.0,628849.0,190320.0,793.0,57600.0,240.0,1.0,113000
279,6.0,6.0,1096.0,352.0,1.0,36.0,36.0,6576.0,2112.0,6.0,36.0,6576.0,2112.0,6.0,1201216.0,385792.0,1096.0,123904.0,352.0,1.0,125200
1705,8.0,5.0,2100.0,786.0,1.0,64.0,40.0,16800.0,6288.0,8.0,25.0,10500.0,3930.0,5.0,4410000.0,1650600.0,2100.0,617796.0,786.0,1.0,319500
